CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt
720555483,Existing Customer,48,M,3,Graduate,Single,$80K - $120K,Blue,3,21374,0,4100
709405758,Existing Customer,36,M,2,Graduate,Married,$60K - $80K,Blue,3,1911,1217,1965
769463433,Existing Customer,41,F,2,Post-Graduate,Single,Less than $40K,Blue,3,8666,0,3593
786087633,Existing Customer,60,M,0,,Married,$60K - $80K,Blue,1,2759,2501,1650
738627708,Attrited Customer,49,F,2,,Single,,Blue,3,5984,0,1838
719527833,Existing Customer,45,F,4,High School,,,Blue,3,23000,1097,3886
715921758,Existing Customer,36,M,2,College,Single,$60K - $80K,Blue,3,1438.3,0,2882
717280158,Existing Customer,49,M,3,Graduate,Married,Less than $40K,Blue,3,2976,1817,3332
714179658,Existing Customer,43,M,3,High School,Single,$120K +,Blue,1,34516,0,1996
806637558,Existing Customer,58,M,1,High School,Married,$60K - $80K,Blue,2,1438.3,0,1539
714828708,Existing Customer,46,M,0,High School,Divorced,$80K - $120K,Blue,1,16099,0,3656
711989358,Existing Customer,50,M,2,Graduate,Single,$80K - $120K,Blue,2,19595,1187,3811
720188508,Existing Customer,43,M,4,Graduate,Single,$60K - $80K,Blue,2,13193,1749,4071
719528958,Existing Customer,57,F,3,College,Single,$40K - $60K,Blue,1,8184,1508,4134
713110908,Existing Customer,30,M,1,,Married,Less than $40K,Blue,6,2607,1966,1719
721179708,Existing Customer,48,F,2,,Married,Less than $40K,Blue,2,5758,0,4422
716363658,Existing Customer,51,M,2,Doctorate,Single,$120K +,Blue,2,25873,582,3920
711443808,Existing Customer,46,M,2,,Divorced,$60K - $80K,Blue,1,2695,1657,4068
778952058,Existing Customer,46,M,3,College,Married,$80K - $120K,Blue,2,20860,1496,3435
713642133,Existing Customer,45,M,4,,Married,$40K - $60K,Blue,3,1892,1049,4558
778908783,Existing Customer,52,M,3,College,Married,$80K - $120K,Blue,3,27751,1018,1427
778170633,Existing Customer,48,M,5,Graduate,Married,$80K - $120K,Blue,2,34516,657,3661
714670533,Existing Customer,47,M,3,,Single,$80K - $120K,Blue,1,24580,2517,3069
771833433,Attrited Customer,49,M,2,High School,Married,$80K - $120K,Blue,2,29893,0,2063
772758783,Existing Customer,43,M,1,,Married,$80K - $120K,Blue,1,21165,735,3343
788959758,Existing Customer,47,F,4,Uneducated,Single,$40K - $60K,Blue,2,9148,561,3451
716878533,Existing Customer,55,M,2,,Married,$80K - $120K,Blue,1,10979,1889,1425
713267133,Existing Customer,41,F,5,Post-Graduate,Married,Less than $40K,Blue,1,6519,851,3088
716263533,Existing Customer,44,M,5,High School,Married,$80K - $120K,Blue,2,2509,1464,3166
719026383,Existing Customer,35,F,2,Uneducated,Married,Less than $40K,Blue,1,2664,0,3135
821755233,Existing Customer,40,F,2,,Married,,Blue,5,14999,1123,3441
709683633,Existing Customer,32,F,1,High School,Single,Less than $40K,Silver,1,10332,948,2914
714318033,Existing Customer,50,M,4,,Married,$60K - $80K,Blue,1,10226,1638,3321
828291858,Attrited Customer,38,M,3,College,Single,$60K - $80K,Blue,3,12050,1821,2381
779647608,Existing Customer,39,M,2,High School,Single,$120K +,Blue,2,26124,0,4199
787605558,Existing Customer,48,F,3,Graduate,Divorced,Less than $40K,Blue,2,9816,0,3489
771534408,Existing Customer,52,F,2,College,Single,Less than $40K,Blue,3,2783,2379,3897
716219808,Existing Customer,49,M,3,Graduate,,$60K - $80K,Blue,2,15942,0,1742
715690908,Existing Customer,46,F,3,Graduate,Single,Less than $40K,Silver,3,12222,1260,3418
789125733,Existing Customer,38,F,4,Doctorate,Married,Less than $40K,Blue,2,4002,1402,2114
717271983,Existing Customer,60,M,0,College,Single,$80K - $120K,Silver,3,34516,1388,3261
709695333,Existing Customer,48,M,2,High School,Single,$80K - $120K,Blue,2,10227,1695,3577
712233183,Existing Customer,45,F,2,Graduate,Single,Less than $40K,Blue,3,4265,1622,3244
716645883,Existing Customer,47,M,2,,,$60K - $80K,Blue,2,13867,0,4297
711762408,Existing Customer,43,M,2,Doctorate,Divorced,$40K - $60K,Blue,1,2243,0,4023
818305008,Existing Customer,41,F,2,Graduate,Married,$40K - $60K,Blue,1,11239,1375,3978
788159433,Existing Customer,53,M,2,,Single,$60K - $80K,Blue,1,22558,818,3855
709104333,Existing Customer,50,M,5,Post-Graduate,Married,$120K +,Silver,2,34516,891,2687
708112008,Existing Customer,56,M,2,Graduate,Married,$80K - $120K,Blue,2,23510,1049,1661
714731208,Existing Customer,63,F,0,Uneducated,,$40K - $60K,Blue,2,1651,1433,4050
710006958,Existing Customer,53,F,1,High School,Single,Less than $40K,Blue,2,8693,796,4755
815062383,Existing Customer,35,F,2,High School,Married,Less than $40K,Blue,3,4549,1193,1914
778447908,Existing Customer,51,M,2,College,Married,$80K - $120K,Blue,1,3558,0,4136
720725058,Attrited Customer,51,F,1,Graduate,Single,Less than $40K,Blue,3,7176,0,1375
803415183,Existing Customer,44,M,3,,Single,$80K - $120K,Silver,3,34516,657,4614
708582858,Existing Customer,38,M,3,Graduate,Single,$60K - $80K,Blue,3,18293,0,2958
779833908,Existing Customer,40,F,2,Graduate,Divorced,,Blue,2,18332,1376,4095
818687958,Existing Customer,48,M,2,Graduate,Divorced,$80K - $120K,Blue,3,6383,1436,4462
708714108,Existing Customer,42,F,3,High School,Single,Less than $40K,Silver,2,13441,2517,1894
754872333,Existing Customer,50,M,2,Graduate,Married,$120K +,Blue,1,20114,0,4740
718637208,Existing Customer,54,F,2,Graduate,Single,Less than $40K,Blue,2,2019,1387,1689
816772908,Existing Customer,38,M,3,High School,Single,$60K - $80K,Silver,1,34516,1793,4533
711935283,Attrited Customer,55,M,5,Post-Graduate,Single,$80K - $120K,Blue,1,1438.3,0,1427
716950758,Attrited Customer,46,M,4,High School,Married,$60K - $80K,Blue,3,8017,0,1657
716497908,Existing Customer,49,F,1,Doctorate,Married,,Blue,1,8519,0,3698
809358708,Existing Customer,38,M,3,,Single,$80K - $120K,Blue,2,34516,2135,3514
716037708,Existing Customer,50,M,0,Uneducated,Divorced,$60K - $80K,Blue,3,9474,1021,3240
717804783,Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,3,6587,824,4160
715338783,Existing Customer,32,M,1,High School,Single,$60K - $80K,Blue,2,2999,0,3018
779645658,Existing Customer,49,M,3,Graduate,Single,$60K - $80K,Blue,1,7154,1472,3607
787565433,Existing Customer,53,M,2,Post-Graduate,Married,$80K - $120K,Blue,2,4039,1397,1494
717287883,Existing Customer,57,M,3,Graduate,Married,$80K - $120K,Blue,2,5516,2517,1532
715746633,Existing Customer,64,F,0,Graduate,Single,Less than $40K,Blue,1,5577,689,4256
720635883,Existing Customer,34,M,3,,,$80K - $120K,Blue,3,8628,1500,2902
710077008,Existing Customer,43,M,2,Uneducated,Single,$120K +,Blue,3,30137,1368,3522
804437658,Existing Customer,42,F,3,Doctorate,Married,Less than $40K,Blue,2,9778,2154,3413
780000258,Existing Customer,48,M,3,Uneducated,Single,$120K +,Blue,2,20912,0,4172
825785508,Existing Customer,49,M,3,High School,Single,$120K +,Blue,2,14699,1049,4890
720252858,Existing Customer,57,M,3,College,Single,$60K - $80K,Blue,3,10350,0,3396
710017758,Existing Customer,44,M,4,Graduate,Single,$40K - $60K,Blue,2,11346,0,3784
711750183,Existing Customer,63,F,2,Graduate,Single,Less than $40K,Gold,1,15987,1345,3640
718364283,Existing Customer,43,M,3,Graduate,Single,$60K - $80K,Blue,2,19711,0,3602
711638658,Existing Customer,33,M,4,High School,Single,$40K - $60K,Blue,1,8650,1929,2878
711046383,Existing Customer,55,M,2,Graduate,Single,$80K - $120K,Silver,1,34516,1316,3542
720877083,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,1,9748,1354,3323
715662258,Existing Customer,49,F,3,,,Less than $40K,Blue,1,2454,2060,3777
715570533,Attrited Customer,48,M,3,Post-Graduate,,$120K +,Blue,2,34516,0,1632
758202858,Existing Customer,47,F,3,High School,,Less than $40K,Blue,2,4255,1681,3453
712872183,Existing Customer,35,F,4,Uneducated,Single,Less than $40K,Blue,2,3271,1367,2464
710014683,Existing Customer,31,F,0,Graduate,Single,Less than $40K,Blue,3,3480,724,2807
716934333,Existing Customer,50,M,3,Uneducated,Single,$80K - $120K,Blue,1,13306,2458,3556
778523733,Existing Customer,38,M,3,Graduate,Single,$80K - $120K,Blue,1,13637,0,3625
716353083,Existing Customer,39,M,3,Graduate,Single,$60K - $80K,Blue,2,6733,1028,4444
753642933,Existing Customer,52,F,3,High School,Single,Less than $40K,Blue,3,2728,1365,4293
708151008,Existing Customer,49,F,4,Graduate,Married,$40K - $60K,Blue,1,6250,644,2433
789646158,Existing Customer,49,M,4,Uneducated,Married,$40K - $60K,Blue,1,3653,881,3297
712423233,Existing Customer,44,M,3,High School,Divorced,$60K - $80K,Blue,3,22919,1368,3752
719806233,Existing Customer,36,M,1,Graduate,Single,$120K +,Blue,2,34516,0,2686
786509358,Existing Customer,44,M,3,,Married,$80K - $120K,Blue,1,4198,1782,2051
711502908,Existing Customer,44,M,3,Graduate,Single,$60K - $80K,Blue,2,7532,0,3550
748617858,Existing Customer,35,M,5,Uneducated,Single,$60K - $80K,Blue,2,4587,1704,2968
721532583,Attrited Customer,45,M,4,Graduate,Married,$80K - $120K,Blue,3,12250,2165,1995
789244308,Existing Customer,56,M,4,College,Single,$80K - $120K,Blue,1,17753,1899,3986
709330383,Existing Customer,37,F,1,Graduate,Single,Less than $40K,Silver,3,12535,2049,3283
719136183,Existing Customer,48,F,3,Uneducated,Married,Less than $40K,Blue,1,3541,1444,3410
716939358,Existing Customer,43,F,3,Graduate,Divorced,,Blue,3,14622,0,4632
778155558,Existing Customer,45,M,3,,Married,$80K - $120K,Blue,1,23973,0,3560
713461533,Existing Customer,54,M,3,Graduate,Single,$80K - $120K,Blue,2,29200,1310,3042
803776533,Existing Customer,46,M,2,Post-Graduate,Single,$60K - $80K,Blue,3,10077,0,2118
714857508,Existing Customer,44,F,4,Doctorate,Married,,Blue,2,8667,1775,3939
720348933,Existing Customer,44,M,3,Graduate,Single,$60K - $80K,Blue,3,12871,758,3060
721158108,Existing Customer,38,M,2,Graduate,Single,$60K - $80K,Blue,2,2346,0,3982
789043008,Existing Customer,55,F,2,Post-Graduate,Divorced,Less than $40K,Blue,2,9919,0,2058
713362158,Existing Customer,50,M,3,,Single,$120K +,Blue,1,17087,0,3519
712623258,Attrited Customer,42,F,3,Graduate,Married,Less than $40K,Blue,3,5505,2517,2272
708494583,Existing Customer,49,F,3,Uneducated,Divorced,Less than $40K,Blue,1,1902,0,3731
718394658,Existing Customer,31,F,0,Graduate,Single,Less than $40K,Blue,1,4254,2464,2366
719398158,Existing Customer,51,M,2,,,$80K - $120K,Blue,1,9854,1886,3912
711885258,Existing Customer,47,F,4,High School,Married,Less than $40K,Blue,3,7711,988,2078
789161358,Existing Customer,30,F,0,Graduate,Married,Less than $40K,Blue,1,3213,2517,2666
787581858,Existing Customer,46,M,2,,,$120K +,Blue,2,3132,1466,3612
779198133,Existing Customer,45,F,3,High School,Divorced,Less than $40K,Blue,3,9977,2088,3530
708314808,Existing Customer,53,F,2,College,Married,,Blue,1,5659,1393,1570
720508233,Attrited Customer,62,M,0,,Single,$40K - $60K,Silver,4,17161,0,1898
717134058,Existing Customer,65,F,1,,Single,,Blue,1,5018,1131,4028
783366483,Existing Customer,44,F,3,,Married,,Blue,3,11474,1063,3242
715412583,Existing Customer,51,M,3,Post-Graduate,Married,$40K - $60K,Blue,1,7925,1445,3815
719562108,Existing Customer,28,F,0,Uneducated,Single,Less than $40K,Silver,3,12793,1650,2671
754457883,Existing Customer,49,M,2,,Single,Less than $40K,Blue,2,4834,0,1876
742552683,Existing Customer,44,F,3,High School,Married,Less than $40K,Blue,2,1438.3,688,4208
711455133,Existing Customer,55,M,3,College,Single,$120K +,Blue,3,12948,1839,2481
716387733,Attrited Customer,49,M,4,Graduate,Single,$60K - $80K,Blue,4,5662,1484,1693
772571508,Existing Customer,34,F,2,High School,Single,Less than $40K,Blue,1,2799,0,2311
718815108,Existing Customer,50,M,2,,Married,$80K - $120K,Blue,3,6030,1315,3420
719266158,Existing Customer,42,M,2,Graduate,Divorced,$80K - $120K,Blue,3,6779,1359,3434
720708183,Existing Customer,53,F,1,Uneducated,Divorced,$40K - $60K,Silver,1,15248,1242,4758
767523933,Existing Customer,53,M,3,High School,Single,$60K - $80K,Blue,1,15583,0,3938
797466033,Existing Customer,32,M,1,High School,Married,$40K - $60K,Blue,2,2576,1754,2880
771886233,Existing Customer,48,M,1,,Married,$60K - $80K,Silver,3,25270,1090,1941
712612233,Existing Customer,35,M,4,Graduate,Single,$60K - $80K,Blue,3,8717,719,2067
716516208,Existing Customer,45,M,4,Graduate,Married,$80K - $120K,Blue,2,1438.3,0,3748
709950858,Existing Customer,45,M,5,College,Single,$80K - $120K,Blue,2,33755,2301,3458
779882508,Existing Customer,53,F,2,,Single,$40K - $60K,Blue,3,7282,0,3364
717472833,Existing Customer,42,M,4,,Single,$80K - $120K,Blue,3,7260,713,4253
712665633,Existing Customer,43,F,3,Graduate,Married,Less than $40K,Silver,1,12952,1864,3472
709562358,Existing Customer,55,F,2,,Single,Less than $40K,Blue,1,5353,1594,4456
715391433,Existing Customer,38,M,0,Graduate,Married,$60K - $80K,Blue,4,11741,1560,2143
708722583,Existing Customer,39,F,4,Uneducated,Single,Less than $40K,Blue,3,2609,1656,3024
720452508,Existing Customer,51,F,1,College,Married,,Blue,3,11167,0,3848
714566958,Existing Customer,44,M,3,High School,Married,$80K - $120K,Blue,2,20882,1420,2291
816084333,Existing Customer,42,M,2,,Single,$120K +,Gold,2,34516,1230,3260
806179683,Existing Customer,63,F,1,College,Single,$40K - $60K,Blue,3,3071,2044,4433
806244183,Existing Customer,39,M,2,Graduate,Divorced,$60K - $80K,Blue,1,2267,0,4544
787999533,Existing Customer,52,M,2,High School,Single,$120K +,Blue,2,6617,2517,3595
718358808,Existing Customer,57,F,2,High School,Divorced,Less than $40K,Blue,3,3276,0,3758
718474683,Existing Customer,36,M,0,High School,Married,$120K +,Blue,3,10097,2139,3092
716908158,Existing Customer,42,F,3,College,Married,Less than $40K,Blue,2,8260,2517,3299
713984208,Existing Customer,52,M,4,Graduate,Married,$40K - $60K,Blue,2,5776,874,4029
713013483,Existing Customer,40,F,4,Graduate,Divorced,Less than $40K,Blue,3,1438.3,915,3754
754599558,Existing Customer,40,F,3,College,Single,Less than $40K,Blue,3,7207,2002,3825
788739633,Attrited Customer,38,M,1,,Married,$120K +,Blue,1,2106,238,2136
712411908,Existing Customer,44,M,3,High School,Married,$60K - $80K,Blue,2,21158,0,4071
717538683,Existing Customer,43,M,3,Graduate,Married,$120K +,Blue,2,22906,1132,3204
709447908,Existing Customer,45,M,2,Graduate,Married,$60K - $80K,Blue,3,2648,2309,3281
816834933,Existing Customer,34,F,4,Graduate,Single,,Silver,2,30702,673,2652
718963158,Existing Customer,49,M,1,,Single,$120K +,Blue,3,34516,0,3230
714358008,Existing Customer,53,F,1,College,Divorced,,Blue,1,17054,0,4659
720758808,Attrited Customer,38,M,3,College,Single,$60K - $80K,Blue,1,16317,0,1995
708255633,Existing Customer,36,M,1,Graduate,Single,$80K - $120K,Blue,2,3761,1710,3240
716101308,Existing Customer,48,M,3,,Married,$40K - $60K,Blue,3,2173,0,4251
715986258,Existing Customer,53,F,1,Uneducated,Single,$40K - $60K,Silver,3,15845,1675,4037
715858008,Attrited Customer,49,F,1,Uneducated,Married,$40K - $60K,Blue,3,8061,2517,1224
806226933,Existing Customer,37,M,2,High School,,$120K +,Blue,1,34516,0,3660
708361833,Existing Customer,44,M,4,Graduate,Married,$80K - $120K,Blue,2,19430,0,3650
778422933,Existing Customer,42,F,1,,Single,,Blue,2,19127,985,3323
708957183,Existing Customer,48,M,0,,Divorced,$40K - $60K,Blue,1,2708,2517,2198
718000383,Existing Customer,60,F,1,Graduate,Single,,Blue,3,23566,1147,4274
714466458,Existing Customer,49,F,2,High School,Married,,Blue,3,2532,2124,3400
719608308,Existing Customer,37,M,2,High School,Single,$60K - $80K,Blue,2,9829,2517,2927
792995808,Existing Customer,57,F,3,Post-Graduate,Single,$40K - $60K,Blue,4,7226,1689,3474
716211258,Existing Customer,59,F,1,College,,Less than $40K,Blue,5,4072,0,1966
779289033,Existing Customer,46,F,3,Uneducated,Single,,Blue,1,21646,1778,3328
719356008,Existing Customer,39,F,3,Graduate,Single,Less than $40K,Blue,3,1438.3,0,4548
718503108,Existing Customer,40,M,3,,Married,$120K +,Blue,3,14046,1994,3792
779661033,Existing Customer,49,M,4,,Married,$60K - $80K,Silver,2,25620,1107,3503
813053733,Attrited Customer,53,M,4,,Single,$120K +,Blue,3,34516,278,3029
718354683,Existing Customer,59,F,0,Graduate,Single,$40K - $60K,Silver,3,21358,1225,3646
720529308,Attrited Customer,63,M,0,High School,Single,$60K - $80K,Blue,3,1856,0,1805
787578183,Existing Customer,36,M,3,High School,Single,$80K - $120K,Blue,3,1438.3,0,3204
737952333,Existing Customer,64,M,1,Graduate,Single,Less than $40K,Blue,1,2586,0,3435
779498058,Existing Customer,39,M,2,Graduate,Married,$80K - $120K,Blue,3,3281,1272,2006
799707858,Existing Customer,50,F,1,High School,Married,Less than $40K,Blue,1,7115,2000,3584
719543208,Existing Customer,38,F,3,Uneducated,Single,,Blue,3,13220,848,3789
797743233,Existing Customer,45,M,3,Uneducated,,$60K - $80K,Blue,2,5996,865,4542
710658483,Attrited Customer,47,M,4,Graduate,,$40K - $60K,Blue,3,9080,2174,2098
715399908,Existing Customer,54,F,2,High School,Single,,Blue,3,7563,1465,4175
710288883,Existing Customer,40,F,1,Graduate,Married,Less than $40K,Blue,1,8749,1654,5054
719912808,Existing Customer,52,M,2,High School,Single,$60K - $80K,Blue,3,14973,0,4288
720247158,Existing Customer,63,M,0,Graduate,Single,,Blue,3,7108,600,3787
718672233,Existing Customer,48,F,1,Graduate,Single,,Blue,2,23007,1239,3395
789593058,Existing Customer,46,M,5,College,Married,$60K - $80K,Blue,2,24248,1020,3311
710278458,Attrited Customer,52,M,2,High School,Single,$80K - $120K,Blue,3,11617,2517,1643
714467733,Existing Customer,45,M,2,Graduate,Married,$60K - $80K,Silver,2,30428,1721,4178
803026008,Existing Customer,48,M,3,,Married,$80K - $120K,Blue,6,6805,1448,3463
772000533,Existing Customer,59,M,1,Graduate,Married,$60K - $80K,Blue,3,14257,1113,1809
811035483,Attrited Customer,47,M,3,Uneducated,Divorced,$120K +,Silver,4,34516,0,1641
715480983,Existing Customer,55,F,2,College,Single,Less than $40K,Blue,2,5719,892,3403
819997983,Existing Customer,53,M,5,,Married,$80K - $120K,Blue,1,9517,1869,1453
807593058,Attrited Customer,41,F,3,,Single,$40K - $60K,Blue,2,5317,0,2003
720437358,Existing Customer,40,M,3,Graduate,Single,$40K - $60K,Blue,1,2526,2303,3596
719465733,Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,3,2971,0,4458
711978858,Existing Customer,59,M,2,Graduate,Single,Less than $40K,Blue,3,6834,900,4422
814364808,Existing Customer,36,F,2,Uneducated,Married,,Blue,3,3002,1002,2624
788820933,Existing Customer,59,M,2,Graduate,Single,$60K - $80K,Blue,2,16727,1380,3511
713316558,Existing Customer,41,M,4,High School,Married,$60K - $80K,Blue,2,4573,0,3776
779856483,Existing Customer,38,M,2,Post-Graduate,Single,$80K - $120K,Blue,1,15410,0,3368
717085983,Existing Customer,44,F,2,High School,Single,$40K - $60K,Blue,2,3299,2517,4312
788030208,Attrited Customer,42,F,2,Uneducated,Single,Less than $40K,Silver,2,13453,2517,1904
709914858,Existing Customer,48,F,2,Graduate,Married,Less than $40K,Blue,1,6362,1705,5169
716111808,Existing Customer,57,F,2,,Married,Less than $40K,Blue,3,2679,2011,1723
708618933,Existing Customer,34,M,2,Uneducated,Single,$120K +,Blue,3,4369,2049,3259
720446508,Existing Customer,50,F,2,Uneducated,Single,Less than $40K,Blue,3,1721,1037,2681
756488883,Existing Customer,41,M,2,Uneducated,Single,$80K - $120K,Blue,2,2196,1619,2040
708414033,Existing Customer,50,M,4,Graduate,Married,$40K - $60K,Blue,3,2845,1153,3730
756727233,Existing Customer,49,M,2,High School,Single,$120K +,Blue,2,21144,1190,4895
720379533,Attrited Customer,47,M,3,,,$120K +,Blue,3,3952,0,2066
720340383,Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,2,3518,2035,4034
771453033,Existing Customer,47,M,3,High School,Married,$60K - $80K,Blue,1,17343,1280,3170
708747708,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,1,3498,0,2512
712460433,Existing Customer,39,M,2,Uneducated,Single,$40K - $60K,Blue,1,9121,1426,4112
719801508,Existing Customer,36,M,1,Uneducated,,$120K +,Blue,3,20230,798,4314
720983733,Attrited Customer,44,M,3,,Single,$60K - $80K,Blue,3,15422,864,2136
713657733,Existing Customer,47,M,4,,Single,$60K - $80K,Blue,3,9132,800,3809
709955958,Existing Customer,41,F,1,High School,Single,Less than $40K,Blue,2,8054,1023,3374
719099583,Attrited Customer,42,M,3,Graduate,Married,$40K - $60K,Blue,2,1640,1444,1360
719513733,Existing Customer,48,M,3,Doctorate,Married,$80K - $120K,Blue,3,8739,0,4276
710654808,Attrited Customer,46,M,4,Graduate,Single,$80K - $120K,Blue,1,1818,0,2308
719651358,Existing Customer,46,F,4,Uneducated,Single,,Blue,3,24949,1749,4092
718917408,Existing Customer,46,F,3,Graduate,Married,$40K - $60K,Blue,3,3115,1136,3704
808753758,Existing Customer,52,M,2,Uneducated,Divorced,$120K +,Blue,2,29695,1525,4109
711699183,Existing Customer,56,M,2,Uneducated,Divorced,$60K - $80K,Blue,1,7261,1079,3723
711196458,Attrited Customer,38,F,1,,Married,Less than $40K,Blue,2,1621,580,1893
772565883,Existing Customer,41,M,0,High School,Single,$80K - $120K,Blue,5,33472,2517,4719
717203958,Existing Customer,51,M,3,Graduate,Married,$40K - $60K,Blue,3,11512,988,1842
769701258,Existing Customer,26,F,0,,,,Blue,3,12463,1319,3996
714933783,Existing Customer,51,M,2,Graduate,Married,$60K - $80K,Blue,1,8511,0,3775
717650133,Existing Customer,41,M,5,Graduate,Single,$60K - $80K,Blue,1,4821,1426,3571
708707808,Existing Customer,57,M,2,Graduate,,$60K - $80K,Blue,1,2480,1584,3438
717331758,Existing Customer,44,M,4,Graduate,Married,$120K +,Blue,3,34516,2517,4228
801385458,Existing Customer,52,M,1,Uneducated,Married,$120K +,Blue,2,8596,2019,4017
710605458,Existing Customer,49,M,2,High School,Married,$60K - $80K,Blue,3,7223,1963,4127
719570733,Existing Customer,52,M,2,,Single,$60K - $80K,Blue,2,1629,978,3766
708646233,Existing Customer,44,F,1,,Divorced,,Blue,2,17116,1289,3632
766006758,Existing Customer,63,M,1,High School,Married,$60K - $80K,Blue,2,7216,2321,1734
710695083,Existing Customer,44,M,3,College,Single,$60K - $80K,Silver,1,28397,1421,1635
709224033,Attrited Customer,53,M,4,Uneducated,Single,$60K - $80K,Blue,3,13720,0,1830
795991758,Existing Customer,47,F,3,,Married,$40K - $60K,Blue,3,7553,660,4079
709381383,Existing Customer,49,M,4,Graduate,Married,$60K - $80K,Blue,6,2952,2517,3830
810321933,Existing Customer,35,M,3,High School,,$80K - $120K,Blue,3,11229,1054,1898
716235783,Existing Customer,45,M,3,College,Married,$40K - $60K,Blue,2,7109,866,4047
758833758,Existing Customer,45,M,4,,Married,$40K - $60K,Blue,3,1862,845,3520
713579733,Existing Customer,36,M,2,College,Single,$60K - $80K,Blue,3,4511,754,2597
804649833,Existing Customer,42,M,3,Post-Graduate,Married,$40K - $60K,Blue,3,2533,1126,3436
780971583,Existing Customer,46,M,1,Graduate,Divorced,$120K +,Blue,2,2016,797,3772
804673308,Attrited Customer,49,M,5,Uneducated,Married,$40K - $60K,Blue,3,3893,0,1866
788747358,Existing Customer,50,M,0,High School,Divorced,$40K - $60K,Blue,3,5530,2034,4836
713199558,Existing Customer,57,F,3,Doctorate,Single,Less than $40K,Blue,3,1737,813,3669
713777883,Existing Customer,46,F,0,Graduate,Divorced,,Blue,3,6853,1679,3543
771081558,Existing Customer,55,M,2,High School,Divorced,$120K +,Blue,2,34516,1190,2862
710229333,Existing Customer,38,M,2,College,Single,$40K - $60K,Blue,1,11068,1254,3812
720406233,Existing Customer,35,F,2,Graduate,Married,Less than $40K,Blue,2,5546,1829,1770
767784708,Attrited Customer,48,M,0,Doctorate,Married,$60K - $80K,Blue,3,7277,504,2356
712052058,Existing Customer,57,M,3,Graduate,Single,$40K - $60K,Blue,3,9426,1574,4212
715278708,Existing Customer,55,M,2,,Single,$60K - $80K,Blue,3,1594,927,3851
827049558,Existing Customer,47,M,2,Graduate,,$80K - $120K,Blue,2,2158,1170,4421
710248233,Existing Customer,37,M,3,College,Single,$40K - $60K,Blue,2,3490,1421,3392
712146558,Existing Customer,48,F,5,Uneducated,Married,Less than $40K,Blue,2,2364,1619,3230
715179933,Existing Customer,49,F,2,High School,Married,,Blue,2,15704,0,4253
709215708,Existing Customer,49,M,2,Post-Graduate,,$60K - $80K,Blue,2,18253,2517,3737
710668458,Existing Customer,48,F,4,Graduate,Married,Less than $40K,Blue,3,3696,0,3405
718828083,Existing Customer,52,M,1,Graduate,Single,$40K - $60K,Blue,3,8748,2284,3533
720781158,Existing Customer,44,F,2,Uneducated,Divorced,$40K - $60K,Blue,2,5608,1243,3829
716938383,Existing Customer,41,M,4,,Married,$80K - $120K,Blue,2,34516,0,3811
709976358,Existing Customer,51,F,1,,Single,Less than $40K,Blue,3,3236,0,3952
715688958,Existing Customer,45,F,2,Post-Graduate,Single,Less than $40K,Blue,1,2736,2043,4550
721493883,Existing Customer,49,F,4,,Single,Less than $40K,Blue,2,5195,0,3313
709830783,Existing Customer,47,M,5,,Single,$120K +,Silver,2,34516,1686,4039
715354983,Existing Customer,44,M,3,Graduate,Married,$40K - $60K,Blue,3,6327,0,3653
713532858,Existing Customer,42,M,2,Doctorate,,$80K - $120K,Blue,1,4728,1386,4077
721295658,Existing Customer,62,M,1,,Single,$80K - $120K,Blue,1,34516,2517,3975
720313083,Existing Customer,32,M,1,,Single,$120K +,Blue,3,6276,2289,2637
720724008,Existing Customer,43,M,2,Graduate,Single,$80K - $120K,Blue,1,13430,2356,3717
712828533,Existing Customer,62,M,1,Graduate,Single,$60K - $80K,Blue,1,2796,0,4820
717007458,Existing Customer,46,M,2,Graduate,Married,$40K - $60K,Blue,3,2457,1051,3256
710728458,Existing Customer,62,F,1,,Single,Less than $40K,Blue,3,7075,1396,4409
717720108,Existing Customer,42,M,2,Graduate,Married,$80K - $120K,Blue,2,12386,980,3274
720648483,Existing Customer,39,M,4,College,Single,$80K - $120K,Blue,3,32210,1115,1821
770146008,Existing Customer,59,M,1,Graduate,Single,$40K - $60K,Blue,3,2136,1502,1908
714829683,Existing Customer,43,M,2,Doctorate,Single,$80K - $120K,Blue,3,10851,1101,3688
717015333,Existing Customer,52,M,1,,Divorced,$120K +,Blue,1,2717,1953,3974
757837458,Existing Customer,59,F,2,High School,Single,,Blue,2,3578,663,4065
719240358,Existing Customer,60,M,1,,Single,$60K - $80K,Blue,3,10698,1790,4095
719036883,Existing Customer,48,F,1,Uneducated,Divorced,Less than $40K,Blue,3,4668,0,4163
714000108,Existing Customer,40,F,3,College,Divorced,,Blue,2,6772,0,3658
720786033,Existing Customer,55,M,1,College,Single,$80K - $120K,Blue,2,10696,1206,2489
708917133,Existing Customer,48,M,3,High School,Single,$80K - $120K,Blue,3,11851,0,4498
